;0;1;5
15802;2022-04-08 ; 04:25:30 ;" ""Пришла координата: $GPRMC,012530.000,A,6003.70696,N,03018.24625,E,32.9,341.7,080422,,,A*58"""
15892;2022-04-08 ; 04:25:55 ;" ""Пришла координата: $GPRMC,012555.000,A,6003.76539,N,03018.34783,E,21.3,69.8,080422,,,A*69"""
15978;2022-04-08 ; 04:26:20 ;" ""Пришла координата: $GPRMC,012620.000,A,6003.80261,N,03018.54624,E,7.3,72.4,080422,,,A*53"""
16067;2022-04-08 ; 04:26:45 ;" ""Пришла координата: $GPRMC,012645.000,A,6003.83030,N,03018.69878,E,15.8,68.8,080422,,,A*63"""
16152;2022-04-08 ; 04:27:10 ;" ""Пришла координата: $GPRMC,012710.000,A,6003.88832,N,03018.84369,E,14.5,18.7,080422,,,A*6F"""
16237;2022-04-08 ; 04:27:35 ;" ""Пришла координата: $GPRMC,012735.000,A,6003.87937,N,03019.00773,E,0.1,0.0,080422,,,A*6E"""
16330;2022-04-08 ; 04:28:00 ;" ""Пришла координата: $GPRMC,012800.000,A,6003.87937,N,03019.00773,E,0.0,0.0,080422,,,A*66"""
16419;2022-04-08 ; 04:28:25 ;" ""Пришла координата: $GPRMC,012825.000,A,6003.87829,N,03019.00849,E,0.0,0.0,080422,,,A*69"""
16508;2022-04-08 ; 04:28:50 ;" ""Пришла координата: $GPRMC,012850.000,A,6003.87829,N,03019.00849,E,0.0,0.0,080422,,,A*6B"""
16596;2022-04-08 ; 04:29:15 ;" ""Пришла координата: $GPRMC,012915.000,A,6003.87839,N,03019.01008,E,0.0,0.0,080422,,,A*66"""
16680;2022-04-08 ; 04:29:40 ;" ""Пришла координата: $GPRMC,012940.000,A,6003.87818,N,03019.00994,E,0.0,0.0,080422,,,A*68"""
16774;2022-04-08 ; 04:30:05 ;" ""Пришла координата: $GPRMC,013005.000,A,6003.87818,N,03019.00994,E,0.0,0.0,080422,,,A*61"""
16855;2022-04-08 ; 04:30:30 ;" ""Пришла координата: $GPRMC,013030.000,A,6003.87769,N,03019.01023,E,0.0,0.0,080422,,,A*6A"""
16949;2022-04-08 ; 04:30:55 ;" ""Пришла координата: $GPRMC,013055.000,A,6003.87737,N,03019.01022,E,0.1,0.0,080422,,,A*62"""
17036;2022-04-08 ; 04:31:20 ;" ""Пришла координата: $GPRMC,013120.000,A,6003.87737,N,03019.01022,E,0.0,0.0,080422,,,A*60"""
17130;2022-04-08 ; 04:31:45 ;" ""Пришла координата: $GPRMC,013145.000,A,6003.87730,N,03019.01111,E,0.0,0.0,080422,,,A*65"""
17213;2022-04-08 ; 04:32:10 ;" ""Пришла координата: $GPRMC,013210.000,A,6003.87730,N,03019.01111,E,0.0,0.0,080422,,,A*66"""
17298;2022-04-08 ; 04:32:35 ;" ""Пришла координата: $GPRMC,013235.000,A,6003.87727,N,03019.01107,E,0.0,0.0,080422,,,A*60"""
17387;2022-04-08 ; 04:33:00 ;" ""Пришла координата: $GPRMC,013300.000,A,6003.87702,N,03019.01174,E,0.0,0.0,080422,,,A*64"""
17475;2022-04-08 ; 04:33:25 ;" ""Пришла координата: $GPRMC,013325.000,A,6003.87702,N,03019.01174,E,0.0,0.0,080422,,,A*63"""
17575;2022-04-08 ; 04:33:50 ;" ""Пришла координата: $GPRMC,013350.000,A,6003.87684,N,03019.01158,E,0.0,0.0,080422,,,A*60"""
17658;2022-04-08 ; 04:34:15 ;" ""Пришла координата: $GPRMC,013415.000,A,6003.87650,N,03019.01190,E,0.0,0.0,080422,,,A*6B"""
17743;2022-04-08 ; 04:34:40 ;" ""Пришла координата: $GPRMC,013440.000,A,6003.87650,N,03019.01190,E,0.0,0.0,080422,,,A*6B"""
17838;2022-04-08 ; 04:35:05 ;" ""Пришла координата: $GPRMC,013505.000,A,6003.87652,N,03019.01199,E,0.0,0.0,080422,,,A*60"""
17914;2022-04-08 ; 04:35:30 ;" ""Пришла координата: $GPRMC,013530.000,A,6003.87652,N,03019.01199,E,0.0,0.0,080422,,,A*66"""
18013;2022-04-08 ; 04:35:55 ;" ""Пришла координата: $GPRMC,013555.000,A,6003.87648,N,03019.01186,E,0.1,0.0,080422,,,A*61"""
18101;2022-04-08 ; 04:36:20 ;" ""Пришла координата: $GPRMC,013620.000,A,6003.87634,N,03019.01198,E,0.0,0.0,080422,,,A*65"""
18191;2022-04-08 ; 04:36:45 ;" ""Пришла координата: $GPRMC,013645.000,A,6003.87634,N,03019.01198,E,0.0,0.0,080422,,,A*66"""
18273;2022-04-08 ; 04:37:10 ;" ""Пришла координата: $GPRMC,013710.000,A,6003.87634,N,03019.01165,E,0.0,0.0,080422,,,A*65"""
18362;2022-04-08 ; 04:37:35 ;" ""Пришла координата: $GPRMC,013735.000,A,6003.87639,N,03019.01153,E,0.1,0.0,080422,,,A*6B"""
18449;2022-04-08 ; 04:38:00 ;" ""Пришла координата: $GPRMC,013800.000,A,6003.87639,N,03019.01153,E,0.1,0.0,080422,,,A*62"""
18537;2022-04-08 ; 04:38:25 ;" ""Пришла координата: $GPRMC,013825.000,A,6003.87641,N,03019.01154,E,0.0,0.0,080422,,,A*6C"""
18634;2022-04-08 ; 04:38:50 ;" ""Пришла координата: $GPRMC,013850.000,A,6003.87641,N,03019.01154,E,0.1,0.0,080422,,,A*6F"""
18714;2022-04-08 ; 04:39:15 ;" ""Пришла координата: $GPRMC,013915.000,A,6003.87637,N,03019.01180,E,0.0,0.0,080422,,,A*66"""
18800;2022-04-08 ; 04:39:40 ;" ""Пришла координата: $GPRMC,013940.000,A,6003.87632,N,03019.01125,E,0.1,0.0,080422,,,A*6D"""
18891;2022-04-08 ; 04:40:05 ;" ""Пришла координата: $GPRMC,014005.000,A,6003.87632,N,03019.01125,E,0.1,0.0,080422,,,A*62"""
18979;2022-04-08 ; 04:40:30 ;" ""Пришла координата: $GPRMC,014030.000,A,6003.87641,N,03019.01162,E,0.0,0.0,080422,,,A*62"""
19065;2022-04-08 ; 04:40:55 ;" ""Пришла координата: $GPRMC,014055.000,A,6003.86299,N,03019.01490,E,10.3,204.6,080422,,,A*5B"""
19155;2022-04-08 ; 04:41:20 ;" ""Пришла координата: $GPRMC,014120.000,A,6003.81149,N,03019.02488,E,14.6,109.9,080422,,,A*5B"""
19250;2022-04-08 ; 04:41:45 ;" ""Пришла координата: $GPRMC,014145.000,A,6003.78721,N,03019.13252,E,0.0,0.0,080422,,,A*65"""
19329;2022-04-08 ; 04:42:10 ;" ""Пришла координата: $GPRMC,014210.000,A,6003.78721,N,03019.13252,E,0.0,0.0,080422,,,A*66"""
19421;2022-04-08 ; 04:42:35 ;" ""Пришла координата: $GPRMC,014235.000,A,6003.78435,N,03019.15204,E,7.6,149.0,080422,,,A*6F"""
19504;2022-04-08 ; 04:43:00 ;" ""Пришла координата: $GPRMC,014300.000,A,6003.67072,N,03019.06498,E,21.0,202.4,080422,,,A*5A"""
19592;2022-04-08 ; 04:43:25 ;" ""Пришла координата: $GPRMC,014325.000,A,6003.52409,N,03018.95553,E,21.7,199.0,080422,,,A*5C"""
19683;2022-04-08 ; 04:43:50 ;" ""Пришла координата: $GPRMC,014350.000,A,6003.44105,N,03018.88807,E,12.4,201.2,080422,,,A*53"""
19772;2022-04-08 ; 04:44:15 ;" ""Пришла координата: $GPRMC,014415.000,A,6003.30275,N,03018.84795,E,25.7,164.2,080422,,,A*5D"""
19854;2022-04-08 ; 04:44:40 ;" ""Пришла координата: $GPRMC,014440.000,A,6003.22282,N,03018.89156,E,5.3,163.5,080422,,,A*64"""
19946;2022-04-08 ; 04:45:05 ;" ""Пришла координата: $GPRMC,014505.000,A,6003.11391,N,03018.94403,E,12.5,162.0,080422,,,A*5A"""
20029;2022-04-08 ; 04:45:30 ;" ""Пришла координата: $GPRMC,014530.000,A,6003.09640,N,03018.96381,E,0.0,0.0,080422,,,A*60"""
20119;2022-04-08 ; 04:45:55 ;" ""Пришла координата: $GPRMC,014555.000,A,6002.98081,N,03019.03399,E,26.4,163.6,080422,,,A*57"""
20207;2022-04-08 ; 04:46:20 ;" ""Пришла координата: $GPRMC,014620.000,A,6002.80295,N,03019.14038,E,31.2,163.8,080422,,,A*58"""
20300;2022-04-08 ; 04:46:45 ;" ""Пришла координата: $GPRMC,014645.000,A,6002.66816,N,03019.28351,E,20.7,73.8,080422,,,A*64"""
20385;2022-04-08 ; 04:47:10 ;" ""Пришла координата: $GPRMC,014710.000,A,6002.63593,N,03019.60810,E,17.6,116.7,080422,,,A*5A"""
20467;2022-04-08 ; 04:47:35 ;" ""Пришла координата: $GPRMC,014735.000,A,6002.53262,N,03019.61107,E,27.1,200.9,080422,,,A*57"""
20561;2022-04-08 ; 04:48:00 ;" ""Пришла координата: $GPRMC,014800.000,A,6002.33536,N,03019.46293,E,33.3,200.7,080422,,,A*5C"""
20644;2022-04-08 ; 04:48:25 ;" ""Пришла координата: $GPRMC,014825.000,A,6002.22956,N,03019.37878,E,0.1,0.0,080422,,,A*6F"""
20737;2022-04-08 ; 04:48:50 ;" ""Пришла координата: $GPRMC,014850.000,A,6002.21085,N,03019.35879,E,18.5,202.5,080422,,,A*52"""
20828;2022-04-08 ; 04:49:15 ;" ""Пришла координата: $GPRMC,014915.000,A,6002.13710,N,03019.26340,E,14.7,288.8,080422,,,A*5A"""
20907;2022-04-08 ; 04:49:40 ;" ""Пришла координата: $GPRMC,014940.000,A,6002.21293,N,03019.17472,E,0.1,0.0,080422,,,A*68"""
21003;2022-04-08 ; 04:50:05 ;" ""Пришла координата: $GPRMC,015005.000,A,6002.23240,N,03019.15892,E,19.1,338.2,080422,,,A*5F"""
21089;2022-04-08 ; 04:50:30 ;" ""Пришла координата: $GPRMC,015030.000,A,6002.43810,N,03019.03305,E,32.8,344.4,080422,,,A*5F"""
21176;2022-04-08 ; 04:50:55 ;" ""Пришла координата: $GPRMC,015055.000,A,6002.59865,N,03018.93915,E,7.1,343.4,080422,,,A*6E"""
21267;2022-04-08 ; 04:51:20 ;" ""Пришла координата: $GPRMC,015120.000,A,6002.60826,N,03018.93316,E,8.0,343.3,080422,,,A*60"""
21356;2022-04-08 ; 04:51:45 ;" ""Пришла координата: $GPRMC,015145.000,A,6002.79943,N,03018.82233,E,36.3,343.9,080422,,,A*5B"""
21440;2022-04-08 ; 04:52:10 ;" ""Пришла координата: $GPRMC,015210.000,A,6003.03822,N,03018.68222,E,34.4,343.5,080422,,,A*5F"""
21527;2022-04-08 ; 04:52:35 ;" ""Пришла координата: $GPRMC,015235.000,A,6003.26780,N,03018.54820,E,36.2,343.3,080422,,,A*5D"""
21615;2022-04-08 ; 04:53:00 ;" ""Пришла координата: $GPRMC,015300.000,A,6003.53701,N,03018.36898,E,41.2,340.1,080422,,,A*57"""
21703;2022-04-08 ; 04:53:25 ;" ""Пришла координата: $GPRMC,015325.000,A,6003.79389,N,03018.17987,E,36.2,339.3,080422,,,A*5C"""
21795;2022-04-08 ; 04:53:50 ;" ""Пришла координата: $GPRMC,015350.000,A,6003.99391,N,03017.94954,E,28.6,315.6,080422,,,A*53"""
21881;2022-04-08 ; 04:54:15 ;" ""Пришла координата: $GPRMC,015415.000,A,6004.10846,N,03017.68573,E,29.8,307.0,080422,,,A*52"""
21967;2022-04-08 ; 04:54:40 ;" ""Пришла координата: $GPRMC,015440.000,A,6004.23480,N,03017.34373,E,32.3,307.2,080422,,,A*58"""
22061;2022-04-08 ; 04:55:05 ;" ""Пришла координата: $GPRMC,015505.000,A,6004.36021,N,03017.00971,E,30.8,307.0,080422,,,A*57"""
22138;2022-04-08 ; 04:55:30 ;" ""Пришла координата: $GPRMC,015530.000,A,6004.48653,N,03016.67402,E,30.0,307.6,080422,,,A*5C"""
22236;2022-04-08 ; 04:55:55 ;" ""Пришла координата: $GPRMC,015555.000,A,6004.60326,N,03016.36401,E,31.3,306.4,080422,,,A*54"""
22323;2022-04-08 ; 04:56:20 ;" ""Пришла координата: $GPRMC,015620.000,A,6004.74453,N,03015.99214,E,35.5,309.7,080422,,,A*5F"""
22419;2022-04-08 ; 04:56:45 ;" ""Пришла координата: $GPRMC,015645.000,A,6004.92341,N,03015.83382,E,27.4,6.5,080422,,,A*59"""
22503;2022-04-08 ; 04:57:10 ;" ""Пришла координата: $GPRMC,015710.000,A,6005.12355,N,03015.75585,E,32.9,339.9,080422,,,A*56"""
22586;2022-04-08 ; 04:57:35 ;" ""Пришла координата: $GPRMC,015735.000,A,6005.33519,N,03015.59629,E,33.5,339.6,080422,,,A*55"""
22675;2022-04-08 ; 04:58:00 ;" ""Пришла координата: $GPRMC,015800.000,A,6005.55442,N,03015.43591,E,33.0,340.7,080422,,,A*52"""
22758;2022-04-08 ; 04:58:25 ;" ""Пришла координата: $GPRMC,015825.000,A,6005.77585,N,03015.27294,E,35.7,339.6,080422,,,A*51"""
22861;2022-04-08 ; 04:58:50 ;" ""Пришла координата: $GPRMC,015850.000,A,6006.01687,N,03015.08816,E,39.2,339.4,080422,,,A*56"""
22943;2022-04-08 ; 04:59:15 ;" ""Пришла координата: $GPRMC,015915.000,A,6006.26033,N,03014.90203,E,33.3,339.1,080422,,,A*5A"""
23028;2022-04-08 ; 04:59:40 ;" ""Пришла координата: $GPRMC,015940.000,A,6006.38471,N,03014.79702,E,25.0,337.5,080422,,,A*5A"""
23122;2022-04-08 ; 05:00:05 ;" ""Пришла координата: $GPRMC,020005.000,A,6006.59203,N,03014.61176,E,37.6,335.7,080422,,,A*59"""
23202;2022-04-08 ; 05:00:30 ;" ""Пришла координата: $GPRMC,020030.000,A,6006.79601,N,03014.42687,E,18.3,335.8,080422,,,A*54"""
23299;2022-04-08 ; 05:00:55 ;" ""Пришла координата: $GPRMC,020055.000,A,6006.80503,N,03014.41953,E,0.0,0.0,080422,,,A*62"""
23384;2022-04-08 ; 05:01:20 ;" ""Пришла координата: $GPRMC,020120.000,A,6006.81215,N,03014.40332,E,8.4,288.4,080422,,,A*66"""
23480;2022-04-08 ; 05:01:45 ;" ""Пришла координата: $GPRMC,020145.000,A,6006.81688,N,03014.12835,E,23.7,273.8,080422,,,A*5C"""
23559;2022-04-08 ; 05:02:10 ;" ""Пришла координата: $GPRMC,020210.000,A,6006.82582,N,03013.76917,E,28.5,271.2,080422,,,A*50"""
23649;2022-04-08 ; 05:02:35 ;" ""Пришла координата: $GPRMC,020235.000,A,6006.85742,N,03013.38106,E,28.6,283.7,080422,,,A*57"""
23740;2022-04-08 ; 05:03:00 ;" ""Пришла координата: $GPRMC,020300.000,A,6006.92412,N,03012.98905,E,30.9,288.9,080422,,,A*53"""
23828;2022-04-08 ; 05:03:25 ;" ""Пришла координата: $GPRMC,020325.000,A,6006.99140,N,03012.61255,E,28.3,289.3,080422,,,A*5D"""
23921;2022-04-08 ; 05:03:50 ;" ""Пришла координата: $GPRMC,020350.000,A,6007.02081,N,03012.21636,E,29.6,273.0,080422,,,A*57"""
24007;2022-04-08 ; 05:04:15 ;" ""Пришла координата: $GPRMC,020415.000,A,6007.03198,N,03011.78804,E,32.4,272.5,080422,,,A*55"""
24091;2022-04-08 ; 05:04:40 ;" ""Пришла координата: $GPRMC,020440.000,A,6007.04200,N,03011.37416,E,9.8,271.7,080422,,,A*61"""
24183;2022-04-08 ; 05:05:05 ;" ""Пришла координата: $GPRMC,020505.000,A,6007.05422,N,03011.11901,E,24.6,280.4,080422,,,A*55"""
24272;2022-04-08 ; 05:05:30 ;" ""Пришла координата: $GPRMC,020530.000,A,6007.10635,N,03010.77982,E,24.8,290.3,080422,,,A*51"""
24362;2022-04-08 ; 05:05:56 ;" ""Пришла координата: $GPRMC,020555.000,A,6007.17190,N,03010.47351,E,26.8,291.7,080422,,,A*5D"""
24447;2022-04-08 ; 05:06:20 ;" ""Пришла координата: $GPRMC,020620.000,A,6007.23635,N,03010.15024,E,24.5,292.7,080422,,,A*59"""
24539;2022-04-08 ; 05:06:45 ;" ""Пришла координата: $GPRMC,020645.000,A,6007.32000,N,03009.84089,E,25.3,322.4,080422,,,A*53"""
24624;2022-04-08 ; 05:07:10 ;" ""Пришла координата: $GPRMC,020710.000,A,6007.44110,N,03009.65845,E,10.8,326.6,080422,,,A*5F"""
24712;2022-04-08 ; 05:07:35 ;" ""Пришла координата: $GPRMC,020735.000,A,6007.43698,N,03009.59615,E,16.3,231.8,080422,,,A*58"""
24795;2022-04-08 ; 05:08:00 ;" ""Пришла координата: $GPRMC,020800.000,A,6007.34547,N,03009.36548,E,21.2,232.7,080422,,,A*5B"""
24888;2022-04-08 ; 05:08:25 ;" ""Пришла координата: $GPRMC,020825.000,A,6007.30223,N,03009.25756,E,9.6,229.4,080422,,,A*65"""
24977;2022-04-08 ; 05:08:50 ;" ""Пришла координата: $GPRMC,020850.000,A,6007.21022,N,03009.01828,E,23.3,232.4,080422,,,A*53"""
25070;2022-04-08 ; 05:09:15 ;" ""Пришла координата: $GPRMC,020915.000,A,6007.13371,N,03008.82670,E,9.6,218.9,080422,,,A*66"""
25152;2022-04-08 ; 05:09:40 ;" ""Пришла координата: $GPRMC,020940.000,A,6007.13780,N,03008.84266,E,7.6,274.6,080422,,,A*62"""
25245;2022-04-08 ; 05:10:05 ;" ""Пришла координата: $GPRMC,021005.000,A,6007.12616,N,03008.81568,E,0.1,0.0,080422,,,A*6F"""
25331;2022-04-08 ; 05:10:30 ;" ""Пришла координата: $GPRMC,021030.000,A,6007.12616,N,03008.81568,E,0.1,0.0,080422,,,A*69"""
25418;2022-04-08 ; 05:10:55 ;" ""Пришла координата: $GPRMC,021055.000,A,6007.12608,N,03008.81525,E,0.1,0.0,080422,,,A*6C"""
25513;2022-04-08 ; 05:11:20 ;" ""Пришла координата: $GPRMC,021120.000,A,6007.12586,N,03008.81547,E,0.0,0.0,080422,,,A*6F"""
25602;2022-04-08 ; 05:11:45 ;" ""Пришла координата: $GPRMC,021145.000,A,6007.12586,N,03008.81547,E,0.1,0.0,080422,,,A*6D"""
25688;2022-04-08 ; 05:12:10 ;" ""Пришла координата: $GPRMC,021210.000,A,6007.12530,N,03008.81571,E,0.1,0.0,080422,,,A*66"""
25771;2022-04-08 ; 05:12:35 ;" ""Пришла координата: $GPRMC,021235.000,A,6007.11854,N,03008.82436,E,7.8,105.9,080422,,,A*6F"""
25860;2022-04-08 ; 05:13:00 ;" ""Пришла координата: $GPRMC,021300.000,A,6007.12708,N,03008.80842,E,0.9,203.4,080422,,,A*6E"""
25952;2022-04-08 ; 05:13:25 ;" ""Пришла координата: $GPRMC,021325.000,A,6007.12644,N,03008.80772,E,0.1,0.0,080422,,,A*61"""
26046;2022-04-08 ; 05:13:50 ;" ""Пришла координата: $GPRMC,021350.000,A,6007.12645,N,03008.80757,E,0.0,0.0,080422,,,A*64"""
26133;2022-04-08 ; 05:14:15 ;" ""Пришла координата: $GPRMC,021415.000,A,6007.12645,N,03008.80757,E,0.1,0.0,080422,,,A*63"""
26214;2022-04-08 ; 05:14:40 ;" ""Пришла координата: $GPRMC,021440.000,A,6007.12652,N,03008.80770,E,0.0,0.0,080422,,,A*61"""
26310;2022-04-08 ; 05:15:05 ;" ""Пришла координата: $GPRMC,021505.000,A,6007.12642,N,03008.80728,E,0.1,0.0,080422,,,A*6C"""
26391;2022-04-08 ; 05:15:30 ;" ""Пришла координата: $GPRMC,021530.000,A,6007.12642,N,03008.80728,E,0.0,0.0,080422,,,A*6B"""
26488;2022-04-08 ; 05:15:55 ;" ""Пришла координата: $GPRMC,021555.000,A,6007.12654,N,03008.80716,E,0.0,0.0,080422,,,A*62"""
26574;2022-04-08 ; 05:16:20 ;" ""Пришла координата: $GPRMC,021620.000,A,6007.12654,N,03008.80716,E,0.1,0.0,080422,,,A*62"""
26666;2022-04-08 ; 05:16:45 ;" ""Пришла координата: $GPRMC,021645.000,A,6007.12639,N,03008.80676,E,0.0,0.0,080422,,,A*6C"""
26752;2022-04-08 ; 05:17:10 ;" ""Пришла координата: $GPRMC,021710.000,A,6007.12622,N,03008.80665,E,0.1,0.0,080422,,,A*64"""
26843;2022-04-08 ; 05:17:35 ;" ""Пришла координата: $GPRMC,021735.000,A,6007.12622,N,03008.80665,E,0.1,0.0,080422,,,A*63"""
26931;2022-04-08 ; 05:18:00 ;" ""Пришла координата: $GPRMC,021800.000,A,6007.12600,N,03008.80712,E,0.0,0.0,080422,,,A*6A"""
27013;2022-04-08 ; 05:18:25 ;" ""Пришла координата: $GPRMC,021825.000,A,6007.12592,N,03008.80652,E,0.0,0.0,080422,,,A*60"""
27109;2022-04-08 ; 05:18:50 ;" ""Пришла координата: $GPRMC,021850.000,A,6007.12592,N,03008.80652,E,0.0,0.0,080422,,,A*62"""
27193;2022-04-08 ; 05:19:15 ;" ""Пришла координата: $GPRMC,021915.000,A,6007.12565,N,03008.80647,E,0.1,0.0,080422,,,A*6F"""
27281;2022-04-08 ; 05:19:40 ;" ""Пришла координата: $GPRMC,021940.000,A,6007.12565,N,03008.80647,E,0.1,0.0,080422,,,A*6F"""
27373;2022-04-08 ; 05:20:05 ;" ""Пришла координата: $GPRMC,022005.000,A,6007.12555,N,03008.80636,E,0.0,0.0,080422,,,A*60"""
27459;2022-04-08 ; 05:20:30 ;" ""Пришла координата: $GPRMC,022030.000,A,6007.12562,N,03008.80640,E,0.2,97.2,080422,,,A*5D"""
27550;2022-04-08 ; 05:20:55 ;" ""Пришла координата: $GPRMC,022055.000,A,6007.12562,N,03008.80640,E,0.1,0.0,080422,,,A*61"""
27637;2022-04-08 ; 05:21:20 ;" ""Пришла координата: $GPRMC,022120.000,A,6007.12557,N,03008.80623,E,0.0,0.0,080422,,,A*60"""
27736;2022-04-08 ; 05:21:45 ;" ""Пришла координата: $GPRMC,022145.000,A,6007.12544,N,03008.80633,E,0.0,0.0,080422,,,A*60"""
27812;2022-04-08 ; 05:22:10 ;" ""Пришла координата: $GPRMC,022210.000,A,6007.12544,N,03008.80633,E,0.1,0.0,080422,,,A*62"""
27904;2022-04-08 ; 05:22:35 ;" ""Пришла координата: $GPRMC,022235.000,A,6007.12545,N,03008.80646,E,0.1,0.0,080422,,,A*66"""
27991;2022-04-08 ; 05:23:00 ;" ""Пришла координата: $GPRMC,022300.000,A,6007.12545,N,03008.80646,E,0.1,0.0,080422,,,A*61"""
28079;2022-04-08 ; 05:23:25 ;" ""Пришла координата: $GPRMC,022325.000,A,6007.12549,N,03008.80628,E,0.0,0.0,080422,,,A*63"""
28175;2022-04-08 ; 05:23:50 ;" ""Пришла координата: $GPRMC,022350.000,A,6007.12539,N,03008.80619,E,0.0,0.0,080422,,,A*64"""
28260;2022-04-08 ; 05:24:15 ;" ""Пришла координата: $GPRMC,022415.000,A,6007.12539,N,03008.80619,E,0.1,0.0,080422,,,A*63"""
28346;2022-04-08 ; 05:24:40 ;" ""Пришла координата: $GPRMC,022440.000,A,6007.12529,N,03008.80619,E,0.1,0.0,080422,,,A*62"""
28436;2022-04-08 ; 05:25:05 ;" ""Пришла координата: $GPRMC,022505.000,A,6007.12528,N,03008.80623,E,0.1,0.0,080422,,,A*6A"""
28522;2022-04-08 ; 05:25:30 ;" ""Пришла координата: $GPRMC,022530.000,A,6007.12528,N,03008.80623,E,0.0,0.0,080422,,,A*6D"""
28612;2022-04-08 ; 05:25:55 ;" ""Пришла координата: $GPRMC,022555.000,A,6007.12509,N,03008.80629,E,0.1,0.0,080422,,,A*66"""
